,Year,Month,Manufacturer,Model,Quantity
2259,2015,11,Toyota ,Toyota Auris,450
2260,2015,11,Volkswagen ,Volkswagen Passat,358
2261,2015,11,Toyota ,Toyota Yaris,334
2262,2015,11,Skoda ,Skoda Octavia,310
2263,2015,11,Volvo ,Volvo XC60,299
2264,2015,11,BMW ,BMW i3,293
2265,2015,11,Ford ,Ford Mondeo,282
2266,2015,11,Mazda ,Mazda CX-5,262
2267,2015,11,Volvo ,Volvo V70,238
2268,2015,11,Tesla ,Tesla Model S,225
2269,2015,11,Audi ,Audi A3,209
2270,2015,11,Nissan ,Nissan Qashqai,162
2271,2015,11,Volkswagen ,Volkswagen up!,147
2272,2015,11,Mercedes-Benz ,Mercedes-Benz B-klasse,141
2273,2015,11,Peugeot ,Peugeot 308,136
2274,2015,11,Nissan ,Nissan Leaf,135
2275,2015,11,Ford ,Ford Focus,103
2276,2015,11,Toyota ,Toyota Rav4,102
2277,2015,12,Volkswagen ,Volkswagen Golf,1050
2278,2015,12,Mitsubishi ,Mitsubishi Outlander,561
2279,2015,12,BMW ,BMW i3,415
2280,2015,12,Volvo ,Volvo XC60,408
2281,2015,12,Volvo ,Volvo V70,393
2282,2015,12,Tesla ,Tesla Model S,373
2283,2015,12,Skoda ,Skoda Octavia,349
2284,2015,12,Mazda ,Mazda CX-5,285
2285,2015,12,Toyota ,Toyota Yaris,281
2286,2015,12,Toyota ,Toyota Auris,264
2287,2015,12,Volvo ,Volvo V60,251
2288,2015,12,Volkswagen ,Volkswagen Passat,198
2289,2015,12,Ford ,Ford Mondeo,186
2290,2015,12,Audi ,Audi A3,179
2291,2015,12,Ford ,Ford Focus,162
2292,2015,12,Mercedes-Benz ,Mercedes-Benz B-klasse,159
2293,2015,12,Volkswagen ,Volkswagen up!,146
2294,2015,12,Nissan ,Nissan Qashqai,119
2295,2015,12,Toyota ,Toyota Rav4,74
2296,2015,12,Nissan ,Nissan Leaf,19
2297,2016,1,Volkswagen ,Volkswagen Golf,998
2298,2016,1,Toyota ,Toyota Rav4,328
2299,2016,1,Toyota ,Toyota Yaris,317
2300,2016,1,Toyota ,Toyota Auris,300
2301,2016,1,BMW ,BMW i3,294
2302,2016,1,Nissan ,Nissan Leaf,284
2303,2016,1,Mazda ,Mazda CX-3,269
2304,2016,1,Volkswagen ,Volkswagen Passat,236
2305,2016,1,Audi ,Audi A3,233
2306,2016,1,Mazda ,Mazda CX-5,223
2307,2016,1,Suzuki ,Suzuki Vitara,219
2308,2016,1,Volvo ,Volvo XC90,215
2309,2016,1,Skoda ,Skoda Octavia,213
2310,2016,1,Ford ,Ford Mondeo,211
2311,2016,1,Renault ,Renault Zoe,197
2312,2016,1,Nissan ,Nissan Qashqai,196
2313,2016,1,Skoda ,Skoda Superb,186
2314,2016,1,Peugeot ,Peugeot 308,176
2315,2016,1,BMW ,BMW X5,170
2316,2016,1,Volkswagen ,Volkswagen up!,165
2317,2016,1,Volvo ,Volvo V60,159
2318,2016,1,Mercedes-Benz ,Mercedes-Benz C-klasse,159
2319,2016,1,Ford ,Ford S-Max,153
2320,2016,1,Mitsubishi ,Mitsubishi Outlander,145
2321,2016,1,Volkswagen ,Volkswagen Polo,144
2322,2016,1,Ford ,Ford Focus,141
2323,2016,1,BMW ,BMW X3,141
2324,2016,1,Audi ,Audi A4,128
2325,2016,1,BMW ,BMW 3-serie,123
2326,2016,1,BMW ,BMW X1,118
2327,2016,1,Mercedes-Benz ,Mercedes-Benz GLC,116
2328,2016,1,Mercedes-Benz ,Mercedes-Benz B-klasse,111
2329,2016,1,Volvo ,Volvo V70,107
2330,2016,1,Tesla ,Tesla Model S,105
2331,2016,1,Ford ,Ford Fiesta,101
2332,2016,1,Ford ,Ford Kuga,96
2333,2016,1,Volvo ,Volvo XC60,96
2334,2016,1,Hyundai ,Hyundai Tucson,95
2335,2016,1,Nissan ,Nissan X-Trail,91
2336,2016,1,Opel ,Opel Astra,89
2337,2016,1,Toyota ,Toyota Avensis,83
2338,2016,1,Audi ,Audi A6,66
2339,2016,1,Volkswagen ,Volkswagen Touran,65
2340,2016,1,Skoda ,Skoda Fabia,63
2341,2016,1,Kia ,Kia Soul,62
2342,2016,1,Peugeot ,Peugeot 2008,60
2343,2016,1,Toyota ,Toyota Prius,55
2344,2016,1,Volvo ,Volvo V40,54
2345,2016,1,Opel ,Opel Mokka,44
2346,2016,1,Kia ,Kia Sportage,41
2347,2016,2,Volkswagen ,Volkswagen Golf,1247
2348,2016,2,Mitsubishi ,Mitsubishi Outlander,553
2349,2016,2,Nissan ,Nissan Leaf,453
2350,2016,2,Toyota ,Toyota Rav4,436
2351,2016,2,Skoda ,Skoda Octavia,399
2352,2016,2,Toyota ,Toyota Auris,332
2353,2016,2,Volkswagen ,Volkswagen Passat,310
2354,2016,2,Toyota ,Toyota Yaris,296
2355,2016,2,Mazda ,Mazda CX-3,250
2356,2016,2,Mazda ,Mazda CX-5,250
2357,2016,2,Audi ,Audi A3,249
2358,2016,2,BMW ,BMW i3,248
2359,2016,2,Skoda ,Skoda Superb,218
2360,2016,2,Ford ,Ford S-Max,216
2361,2016,2,Volvo ,Volvo V70,203
2362,2016,2,Nissan ,Nissan Qashqai,187
2363,2016,2,Toyota ,Toyota Avensis,170
2364,2016,2,Kia ,Kia Soul,158
2365,2016,2,Ford ,Ford Mondeo,157
2366,2016,2,Suzuki ,Suzuki Vitara,156
2367,2016,2,Volvo ,Volvo V60,155
2368,2016,2,Volvo ,Volvo XC90,151
2369,2016,2,Peugeot ,Peugeot 308,140
2370,2016,2,Volkswagen ,Volkswagen up!,138
2371,2016,2,Kia ,Kia Sportage,135
2372,2016,2,Mercedes-Benz ,Mercedes-Benz C-klasse,130
2373,2016,2,Ford ,Ford Focus,126
2374,2016,2,Toyota ,Toyota Prius,124
2375,2016,2,Ford ,Ford Kuga,119
2376,2016,2,Volvo ,Volvo XC60,118
2377,2016,2,BMW ,BMW X1,117
2378,2016,2,BMW ,BMW 3-serie,114
2379,2016,2,Tesla ,Tesla Model S,113
2380,2016,2,Nissan ,Nissan X-Trail,112
2381,2016,2,Volkswagen ,Volkswagen Polo,111
2382,2016,2,BMW ,BMW X5,108
2383,2016,2,Mercedes-Benz ,Mercedes-Benz GLC,106
2384,2016,2,Mercedes-Benz ,Mercedes-Benz B-klasse,106
2385,2016,2,Audi ,Audi A4,102
2386,2016,2,Opel ,Opel Mokka,93
2387,2016,2,BMW ,BMW X3,89
2388,2016,2,Ford ,Ford Fiesta,85
2389,2016,2,Opel ,Opel Astra,84
2390,2016,2,Volvo ,Volvo V40,79
2391,2016,2,Peugeot ,Peugeot 2008,72
2392,2016,2,Skoda ,Skoda Fabia,71
2393,2016,2,Audi ,Audi A6,65
2394,2016,2,Volkswagen ,Volkswagen Touran,65
2395,2016,2,Hyundai ,Hyundai Tucson,54
2396,2016,2,Renault ,Renault Zoe,50
2397,2016,3,Volkswagen ,Volkswagen Golf,1414
2398,2016,3,Mitsubishi ,Mitsubishi Outlander,739
2399,2016,3,Nissan ,Nissan Leaf,676
2400,2016,3,Toyota ,Toyota Auris,507
2401,2016,3,Tesla ,Tesla Model S,487
2402,2016,3,Volkswagen ,Volkswagen Passat,372
2403,2016,3,Toyota ,Toyota Yaris,361
2404,2016,3,Toyota ,Toyota Rav4,304
2405,2016,3,Renault ,Renault Zoe,291
2406,2016,3,Skoda ,Skoda Octavia,285
2407,2016,3,Audi ,Audi A3,266
2408,2016,3,BMW ,BMW 2-serie,233
2409,2016,3,Mazda ,Mazda CX-5,231
2410,2016,3,Volvo ,Volvo V70,214
2411,2016,3,Toyota ,Toyota Avensis,194
2412,2016,3,Nissan ,Nissan Qashqai,191
2413,2016,3,Skoda ,Skoda Superb,188
2414,2016,3,Suzuki ,Suzuki Vitara,181
2415,2016,3,Mercedes-Benz ,Mercedes-Benz B-klasse,179
2416,2016,3,Ford ,Ford S-Max,178
2417,2016,3,BMW ,BMW i3,177
2418,2016,3,Mercedes-Benz ,Mercedes-Benz C-klasse,159
2419,2016,3,Toyota ,Toyota Prius,153
2420,2016,3,Ford ,Ford Mondeo,153
2421,2016,3,BMW ,BMW X5,149
2422,2016,3,Peugeot ,Peugeot 308,142
2423,2016,3,Kia ,Kia Sportage,141
2424,2016,3,Volvo ,Volvo XC60,141
2425,2016,3,Mazda ,Mazda CX-3,138
2426,2016,3,Volvo ,Volvo V60,132
2427,2016,3,Volvo ,Volvo XC90,128
2428,2016,3,BMW ,BMW X1,126
2429,2016,3,Volkswagen ,Volkswagen up!,124
2430,2016,3,BMW ,BMW 3-serie,124
2431,2016,3,Mercedes-Benz ,Mercedes-Benz E-klasse,123
2432,2016,3,Volkswagen ,Volkswagen Polo,118
2433,2016,3,Ford ,Ford Focus,118
2434,2016,3,Ford ,Ford Fiesta,112
2435,2016,3,BMW ,BMW X3,95
2436,2016,3,Ford ,Ford Kuga,84
2437,2016,3,Opel ,Opel Astra,83
2438,2016,4,Volkswagen ,Volkswagen Golf,1713
2439,2016,4,Volkswagen ,Volkswagen Passat,684
2440,2016,4,Mitsubishi ,Mitsubishi Outlander,569
2441,2016,4,Nissan ,Nissan Leaf,541
2442,2016,4,Toyota ,Toyota Auris,428
2443,2016,4,Skoda ,Skoda Octavia,383
2444,2016,4,Toyota ,Toyota Yaris,362
2445,2016,4,Toyota ,Toyota Rav4,284
2446,2016,4,Audi ,Audi A3,275
2447,2016,4,Volvo ,Volvo V70,232
2448,2016,4,Renault ,Renault Zoe,230
2449,2016,4,Volkswagen ,Volkswagen Polo,227
2450,2016,4,BMW ,BMW i3,222
2451,2016,4,BMW ,BMW 2-serie,205
2452,2016,4,Mazda ,Mazda CX-3,201
2453,2016,4,Mazda ,Mazda CX-5,197
2454,2016,4,Toyota ,Toyota Prius,195
2455,2016,4,Skoda ,Skoda Superb,186
2456,2016,4,Volvo ,Volvo XC90,181
2457,2016,4,Ford ,Ford Mondeo,171
2458,2016,4,Peugeot ,Peugeot 308,170
2459,2016,4,Opel ,Opel Astra,170
2460,2016,4,BMW ,BMW X5,165
2461,2016,4,Mercedes-Benz ,Mercedes-Benz B-klasse,156
2462,2016,4,Suzuki ,Suzuki Vitara,154
2463,2016,4,Volkswagen ,Volkswagen up!,153
2464,2016,4,Toyota ,Toyota Avensis,152
2465,2016,4,Kia ,Kia Sportage,149
2466,2016,4,Ford ,Ford Fiesta,132
2467,2016,4,Volvo ,Volvo XC60,131
2468,2016,4,Nissan ,Nissan Qashqai,126
2469,2016,4,Ford ,Ford S-Max,125
2470,2016,4,Mercedes-Benz ,Mercedes-Benz E-klasse,120
2471,2016,4,Ford ,Ford Focus,109
2472,2016,4,BMW ,BMW X3,108
2473,2016,4,Ford ,Ford Kuga,108
2474,2016,4,Volvo ,Volvo V60,107
2475,2016,4,BMW ,BMW X1,106
2476,2016,4,Mercedes-Benz ,Mercedes-Benz C-klasse,104
2477,2016,4,BMW ,BMW 3-serie,104
2478,2016,4,Tesla ,Tesla Model S,96
2479,2016,5,Volkswagen ,Volkswagen Golf,1054
2480,2016,5,Mitsubishi ,Mitsubishi Outlander,553
2481,2016,5,Volkswagen ,Volkswagen Passat,530
2482,2016,5,Toyota ,Toyota Yaris,483
2483,2016,5,Toyota ,Toyota Auris,448
2484,2016,5,Toyota ,Toyota Rav4,414
2485,2016,5,Skoda ,Skoda Octavia,344
2486,2016,5,Nissan ,Nissan Leaf,320
2487,2016,5,Audi ,Audi A3,266
2488,2016,5,Skoda ,Skoda Superb,217
2489,2016,5,Mercedes-Benz ,Mercedes-Benz B-klasse,204
2490,2016,5,Mazda ,Mazda CX-3,200
2491,2016,5,Mazda ,Mazda CX-5,199
2492,2016,5,Toyota ,Toyota Prius,197
2493,2016,5,Opel ,Opel Astra,188
2494,2016,5,BMW ,BMW 2-serie,186
2495,2016,5,Mercedes-Benz ,Mercedes-Benz C-klasse,161
2496,2016,5,Volkswagen ,Volkswagen Polo,159
2497,2016,5,Tesla ,Tesla Model S,156
2498,2016,5,Peugeot ,Peugeot 308,152
2499,2016,5,Volvo ,Volvo V70,144
2500,2016,5,Ford ,Ford Mondeo,137
2501,2016,5,Volkswagen ,Volkswagen up!,135
2502,2016,5,Nissan ,Nissan Qashqai,132
2503,2016,5,Ford ,Ford S-Max,132
2504,2016,5,Volvo ,Volvo XC90,126
2505,2016,5,Toyota ,Toyota Avensis,123
2506,2016,5,BMW ,BMW i3,120
2507,2016,5,Suzuki ,Suzuki Vitara,93
2508,2016,5,Renault ,Renault Zoe,64
2509,2016,6,Volkswagen ,Volkswagen Golf,1056
2510,2016,6,Mitsubishi ,Mitsubishi Outlander,590
2511,2016,6,Volkswagen ,Volkswagen Passat,463
2512,2016,6,Toyota ,Toyota Auris,435
2513,2016,6,Renault ,Renault Zoe,398
2514,2016,6,Toyota ,Toyota Yaris,391
2515,2016,6,Skoda ,Skoda Octavia,328
2516,2016,6,Toyota ,Toyota Rav4,324
2517,2016,6,Nissan ,Nissan Leaf,318
2518,2016,6,Tesla ,Tesla Model S,284
2519,2016,6,Mazda ,Mazda CX-5,252
2520,2016,6,Toyota ,Toyota Prius,246
2521,2016,6,Audi ,Audi A3,241
2522,2016,6,Opel ,Opel Astra,225
2523,2016,6,BMW ,BMW 2-serie,216
2524,2016,6,Mercedes-Benz ,Mercedes-Benz B-klasse,215
2525,2016,6,Mazda ,Mazda CX-3,213
2526,2016,6,Ford ,Ford Mondeo,193
2527,2016,6,Toyota ,Toyota Avensis,186
2528,2016,6,Skoda ,Skoda Superb,168
2529,2016,6,Volkswagen ,Volkswagen up!,155
2530,2016,6,Nissan ,Nissan Qashqai,154
2531,2016,6,Peugeot ,Peugeot 308,153
2532,2016,6,Mercedes-Benz ,Mercedes-Benz C-klasse,144
2533,2016,6,Volvo ,Volvo XC90,143
2534,2016,6,Volkswagen ,Volkswagen Polo,143
2535,2016,6,Volvo ,Volvo V70,139
2536,2016,6,Ford ,Ford S-Max,126
2537,2016,6,Suzuki ,Suzuki Vitara,95
2538,2016,6,BMW ,BMW i3,51
2539,2016,7,Volkswagen ,Volkswagen Golf,972
2540,2016,7,Mitsubishi ,Mitsubishi Outlander,552
2541,2016,7,Volkswagen ,Volkswagen Passat,444
2542,2016,7,Volkswagen ,Volkswagen Tiguan,305
2543,2016,7,Skoda ,Skoda Octavia,301
2544,2016,7,Toyota ,Toyota Rav4,277
2545,2016,7,Toyota ,Toyota Yaris,266
2546,2016,7,Audi ,Audi A3,262
2547,2016,7,Toyota ,Toyota Auris,251
2548,2016,7,Nissan ,Nissan Leaf,237
2549,2016,7,Opel ,Opel Astra,192
2550,2016,7,Mazda ,Mazda CX-5,187
2551,2016,7,Toyota ,Toyota Prius,186
2552,2016,7,Nissan ,Nissan Qashqai,183
2553,2016,7,Mazda ,Mazda CX-3,167
2554,2016,7,Volvo ,Volvo XC60,160
2555,2016,7,Audi ,Audi A4,157
2556,2016,7,Hyundai ,Hyundai Tucson,152
2557,2016,7,Skoda ,Skoda Superb,148
2558,2016,7,Volkswagen ,Volkswagen Polo,145
2559,2016,7,Toyota ,Toyota Avensis,139
2560,2016,7,Volvo ,Volvo V40,134
2561,2016,7,BMW ,BMW 2-serie,131
2562,2016,7,Suzuki ,Suzuki Vitara,128
2563,2016,7,Mercedes-Benz ,Mercedes-Benz C-klasse,128
2564,2016,7,Mercedes-Benz ,Mercedes-Benz B-klasse,123
2565,2016,7,Volvo ,Volvo XC90,122
2566,2016,7,Peugeot ,Peugeot 2008,114
2567,2016,7,Ford ,Ford Mondeo,111
2568,2016,7,Kia ,Kia Soul,106
2569,2016,7,BMW ,BMW i3,98
2570,2016,7,Renault ,Renault Zoe,79
2571,2016,7,Volvo ,Volvo V70,77
2572,2016,7,Tesla ,Tesla Model S,43
2573,2016,8,Volkswagen ,Volkswagen Golf,1214
2574,2016,8,Toyota ,Toyota Rav4,735
2575,2016,8,Toyota ,Toyota Yaris,410
2576,2016,8,Mitsubishi ,Mitsubishi Outlander,405
2577,2016,8,Toyota ,Toyota Auris,361
2578,2016,8,Volkswagen ,Volkswagen Passat,358
2579,2016,8,Volkswagen ,Volkswagen Tiguan,331
2580,2016,8,Nissan ,Nissan Leaf,318
2581,2016,8,Mercedes-Benz ,Mercedes-Benz B-klasse,300
2582,2016,8,BMW ,BMW i3,293
2583,2016,8,Skoda ,Skoda Octavia,270
2584,2016,8,Mazda ,Mazda CX-5,234
2585,2016,8,Toyota ,Toyota Prius,183
2586,2016,8,Tesla ,Tesla Model S,170
2587,2016,8,Audi ,Audi A3,164
2588,2016,8,Mazda ,Mazda CX-3,161
2589,2016,8,Nissan ,Nissan Qashqai,131
2590,2016,8,Ford ,Ford Mondeo,124
2591,2016,8,Skoda ,Skoda Superb,122
2592,2016,8,Renault ,Renault Zoe,15
2593,2016,9,Volkswagen ,Volkswagen Golf,996
2594,2016,9,Toyota ,Toyota Rav4,581
2595,2016,9,BMW ,BMW i3,520
2596,2016,9,Toyota ,Toyota Auris,492
2597,2016,9,Mitsubishi ,Mitsubishi Outlander,455
2598,2016,9,Volkswagen ,Volkswagen Tiguan,416
2599,2016,9,Toyota ,Toyota Yaris,405
2600,2016,9,Skoda ,Skoda Octavia,315
2601,2016,9,Volkswagen ,Volkswagen Passat,314
2602,2016,9,Mercedes-Benz ,Mercedes-Benz B-klasse,258
2603,2016,9,Mazda ,Mazda CX-5,249
2604,2016,9,Tesla ,Tesla Model S,247
2605,2016,9,Toyota ,Toyota Prius,233
2606,2016,9,Mercedes-Benz ,Mercedes-Benz C-klasse,208
2607,2016,9,Nissan ,Nissan Leaf,199
2608,2016,9,Audi ,Audi A3,186
2609,2016,9,Mazda ,Mazda CX-3,179
2610,2016,9,Skoda ,Skoda Superb,167
2611,2016,9,Renault ,Renault Zoe,158
2612,2016,9,Nissan ,Nissan Qashqai,146
2613,2016,10,Volkswagen ,Volkswagen Golf,858
2614,2016,10,BMW ,BMW i3,503
2615,2016,10,Volkswagen ,Volkswagen Passat,487
2616,2016,10,Volkswagen ,Volkswagen Tiguan,419
2617,2016,10,Toyota ,Toyota Rav4,385
2618,2016,10,Mitsubishi ,Mitsubishi Outlander,365
2619,2016,10,Toyota ,Toyota Yaris,353
2620,2016,10,Toyota ,Toyota Auris,339
2621,2016,10,Skoda ,Skoda Octavia,322
2622,2016,10,Nissan ,Nissan Leaf,321
2623,2016,10,Mazda ,Mazda CX-5,223
2624,2016,10,Nissan ,Nissan Qashqai,205
2625,2016,10,Audi ,Audi A3,203
2626,2016,10,Mazda ,Mazda CX-3,199
2627,2016,10,Mercedes-Benz ,Mercedes-Benz B-klasse,187
2628,2016,10,Skoda ,Skoda Superb,167
2629,2016,10,Toyota ,Toyota Prius,166
2630,2016,10,Renault ,Renault Zoe,161
2631,2016,10,Mercedes-Benz ,Mercedes-Benz C-klasse,139
2632,2016,10,Tesla ,Tesla Model S,39
2633,2016,11,BMW ,BMW i3,1014
2634,2016,11,Volkswagen ,Volkswagen Golf,905
2635,2016,11,Toyota ,Toyota Rav4,513
2636,2016,11,Mitsubishi ,Mitsubishi Outlander,406
2637,2016,11,Volkswagen ,Volkswagen Tiguan,406
2638,2016,11,Skoda ,Skoda Octavia,348
2639,2016,11,Toyota ,Toyota Auris,320
2640,2016,11,Volkswagen ,Volkswagen Passat,316
2641,2016,11,Toyota ,Toyota Yaris,311
2642,2016,11,Audi ,Audi A3,270
2643,2016,11,BMW ,BMW 2-serie,250
2644,2016,11,Nissan ,Nissan Leaf,238
2645,2016,11,Mercedes-Benz ,Mercedes-Benz B-klasse,232
2646,2016,11,Nissan ,Nissan Qashqai,218
2647,2016,11,Mazda ,Mazda CX-5,170
2648,2016,11,Mazda ,Mazda CX-3,156
2649,2016,11,Skoda ,Skoda Superb,148
2650,2016,11,Toyota ,Toyota Prius,143
2651,2016,11,Renault ,Renault Zoe,100
2652,2016,11,Tesla ,Tesla Model S,48
2653,2016,12,Volkswagen ,Volkswagen Golf,721
2654,2016,12,Volkswagen ,Volkswagen Tiguan,650
2655,2016,12,Volvo ,Volvo XC60,602
2656,2016,12,BMW ,BMW i3,413
2657,2016,12,Audi ,Audi A3,403
2658,2016,12,Toyota ,Toyota Rav4,374
2659,2016,12,Mitsubishi ,Mitsubishi Outlander,355
2660,2016,12,Volkswagen ,Volkswagen Passat,299
2661,2016,12,Toyota ,Toyota Yaris,292
2662,2016,12,Skoda ,Skoda Octavia,287
2663,2016,12,Tesla ,Tesla Model S,263
2664,2016,12,Nissan ,Nissan Leaf,257
2665,2016,12,Mazda ,Mazda CX-5,240
2666,2016,12,Toyota ,Toyota Auris,206
2667,2016,12,Mercedes-Benz ,Mercedes-Benz B-klasse,200
2668,2016,12,Mazda ,Mazda CX-3,153
2669,2016,12,Nissan ,Nissan Qashqai,152
2670,2016,12,BMW ,BMW 2-serie,110
2671,2016,12,Toyota ,Toyota Prius,104
2672,2016,12,Skoda ,Skoda Superb,97
2673,2017,1,Volkswagen ,Volkswagen Golf,738
2674,2017,1,BMW ,BMW i3,622
2675,2017,1,Volkswagen ,Volkswagen Passat,515
2676,2017,1,Toyota ,Toyota Rav4,473
2677,2017,1,Volvo ,Volvo XC90,411
2678,2017,1,Skoda ,Skoda Octavia,358
2679,2017,1,Nissan ,Nissan Leaf,352
2680,2017,1,Toyota ,Toyota Yaris,343
2681,2017,1,Mercedes-Benz ,Mercedes-Benz GLC,285
2682,2017,1,Toyota ,Toyota Auris,280
2683,2017,1,Volvo ,Volvo V60,248
2684,2017,1,Toyota ,Toyota C-HR,246
2685,2017,1,Renault ,Renault Zoe,240
2686,2017,1,Tesla ,Tesla Model X,238
2687,2017,1,BMW ,BMW X1,226
2688,2017,1,Volvo ,Volvo V40,220
2689,2017,1,Peugeot ,Peugeot 3008,216
2690,2017,1,Kia ,Kia Niro,214
2691,2017,1,Skoda ,Skoda Superb,205
2692,2017,1,BMW ,BMW 2-serie,202
2693,2017,1,Volvo ,Volvo V90,202
